firstname,lastname,city,year,gender
Sara,Lamnin,Hayward,2014,female
Francisco,Zermeno,Hayward,2016,male
Mark,Salinas,Hayward,2016,male
Elisa,Marquez,Hayward,2016,female
Al,Mendall,Hayward,2016,male
Sara,Lamnin,Hayward,2018,female
Aisha,Wahab,Hayward,2018,female
Angela,Andrews,Hayward,2020,female
Elisa,Márquez,Hayward,2020,female
Mark,Salinas,Hayward,2020,male
Francisco,Zermeño,Hayward,2020,male
Julie,Roche,Hayward,2022,female
George,Syrop,Hayward,2022,male
Susan,Jones,HEALDSBURG,2010,female
Jim,Wood,HEALDSBURG,2010,male
Stephen,Babb,HEALDSBURG,2010,male
Shaun,McCaffery,Healdsburg,2012,male
Tom,Chambers,Healdsburg,2012,male
Gary,Plass,Healdsburg,2012,male
Eric,Ziedrich,Healdsburg,2014,male
Jeff,Civian,Healdsburg,2014,male
Shaun,McCaffery,Healdsburg,2016,male
David,Hagele,Healdsburg,2016,male
Joe,Naujokas,Healdsburg,2016,male
Leah,Gold,Healdsburg,2017,female
Leah,Gold,Healdsburg,2018,female
Evelyn,Mitchell,Healdsburg,2018,female
Ariel,Kelley,Healdsburg,2020,female
Skylaer,Palacios,Healdsburg,2020,female
David,Hagele,Healdsburg,2020,male
Evelyn,Mitchell,Healdsburg,2022,female
Chris,Herrod,Healdsburg,2022,male
Ronald,Edwards,Healdsburg,2022,male
Linda,Krupa,HEMET,2010,female
Larry,Smith,HEMET,2010,male
Shellie,Milne,Hemet,2012,female
Bonnie,Wright,Hemet,2012,female
Robert,Youssef,Hemet,2012,male
Linda,Krupa,Hemet,2014,female
K.,Raver,Hemet,2014,male
Karlee,Meyer,Hemet,2016,female
Michael,Perciful,Hemet,2016,male
Bonnie,Wright,Hemet,2016,female
Russ,Brown,Hemet,2018,male
Linda,Krupa,Hemet,2018,female
Malcolm,"Lilienthal, Jr.",Hemet,2020,male
Joe,Males,Hemet,2020,male
Karlee,Meyer,Hemet,2020,female
Joe,Males,Hemet,2021,male
Jaculin,Peterson,Hemet,2022,female
Linda,Krupa,Hemet,2022,female
John,Delgado,HERCULES,2010,male
Myrna,Devera,HERCULES,2010,female
Dan,Romero,Hercules,2011,female
William,Wilkins,Hercules,2011,male
Gerard,Boulanger,Hercules,2011,male
Sherry,McCoy,Hercules,2012,female
Bill,Kelly,Hercules,2012,male
Dan,Romero,Hercules,2012,female
Myrna,De Vera,Hercules,2014,female
Christine,Kelley,Hercules,2014,female
Dan,Romero,Hercules,2016,female
Roland,Esquivias,Hercules,2016,male
Gerard,Boulanger,Hercules,2016,male
Dion,Bailey,Hercules,2018,male
Chris,Kelley,Hercules,2018,male
Tiffany,Grimsley,Hercules,2020,female
Alexander,Walker-Griffin,Hercules,2020,male
Dan,Romero,Hercules,2020,female
Dion,Bailey,Hercules,2022,male
Chris,Kelley,Hercules,2022,male
Michael,Divirgilio,Hermosa Beach,2011,male
Peter,Tucker,Hermosa Beach,2011,male
Nanette,Barragan,Hermosa Beach,2013,female
Carolyn,Petty,Hermosa Beach,2013,female
H.S.,Fangary,Hermosa Beach,2013,male
Justin,Massey,Hermosa Beach,2015,male
Stacey,Armato,Hermosa Beach,2016,female
Stacey,Armato,Hermosa Beach,2017,female
Mary,Campbell,Hermosa Beach,2017,female
H.S.,Fangary,Hermosa Beach,2017,male
Justin,Massey,Hermosa Beach,2019,male
Michael,Detoy,Hermosa Beach,2019,male
Raymond,Jackson,Hermosa Beach,2021,male
Raymond,Jackson,Hermosa Beach,2022,male
Dean,Francois,Hermosa Beach,2022,female
Rob,Saemann,Hermosa Beach,2022,male
Russell,Blewett,HESPERIA,2010,male
Bill,Holland,HESPERIA,2010,male
Thurston,Smith,HESPERIA,2010,male
Eric,Schmidt,Hesperia,2012,male
Mike,Leonard,Hesperia,2012,male
Bill,Holland,Hesperia,2014,male
Russell,Blewett,Hesperia,2014,male
Paul,Russ,Hesperia,2014,male
Larry,Bird,Hesperia,2016,male
Rebekah,Swanson,Hesperia,2016,female
Bill,Holland,Hesperia,2018,male
Cameron,Gregg,Hesperia,2018,male
Jeremiah,Browsowske,Hesperia,2018,female
Rebekah,Swanson,Hesperia,2020,female
Brigit,Bennington,Hesperia,2020,female
Larry,Bird,Hesperia,2020,male
Marvin,Landon,Hidden Hills,2011,male
Larry,Weber,Hidden Hills,2011,male
Stuart,Siegel,Hidden Hills,2011,male
Laura,McCorkindale,Hidden Hills,2019,female
Larry,Weber,Hidden Hills,2019,male
Stuart,Siegel,Hidden Hills,2019,male
Eniko,Gold,Hidden Hills,2020,female
Steve,Freedland,Hidden Hills,2020,male
Laura,McCorkindale,Hidden Hills,2022,female
Joe,Loggia,Hidden Hills,2022,male
Larry,Weber,Hidden Hills,2022,male
Larry,McCallon,HIGHLAND,2010,male
Sam,Racadio,HIGHLAND,2010,male
Jody,Scott,HIGHLAND,2010,female
Penny,Lilburn,Highland,2012,female
John,Timmer,Highland,2012,male
Sam,Racadio,Highland,2014,male
Jody,Scott,Highland,2014,female
Larry,McCallon,Highland,2014,male
Jesus,Chavez,Highland,2016,male
Anaeli,Solano,Highland,2016,female
John,Timmer,Highland,2016,male
Larry,McCallon,Highland,2016,male
John,Timmer,Highland,2018,male
Laurence,May,Hillsborough,2014,male
Marie,Chuang,Hillsborough,2014,female
Sophie,Cole,Hillsborough,2020,female
Christine,Krolik,Hillsborough,2020,female
Alvin,Royse,Hillsborough,2020,male
Robert,Scattini,HOLLISTER,2010,male
Pauline,Valdivia,HOLLISTER,2010,female
Raymond,Friend,Hollister,2012,male
Victor,Gomez,Hollister,2012,male
Mickie,Luna,Hollister,2014,female
Karson,Klauer,Hollister,2014,male
Raymond,Friend,Hollister,2016,male
Roy,"Sims, III",Hollister,2016,male
Rolan,Resendiz,Hollister,2018,female
Honor,Spencer,Hollister,2018,male
Marty,Richman,Hollister,2018,male
Rick,Perez,Hollister,2020,male
Tim,Burns,Hollister,2020,male
Dolores,Morales,Hollister,2021,female
Rolan,Resendiz,Hollister,2022,female
Dolores,Morales,Hollister,2022,female
Mike,Goodsell,HOLTVILLE,2010,male
Richard,Layton,HOLTVILLE,2010,male
Virginia,Ward,Holtville,2012,female
James,Predmore,Holtville,2012,male
David,Bradshaw,Holtville,2012,male
J.,Anderson,Holtville,2020,male
Michael,Pacheco,Holtville,2020,male
Virginia,Ward,Holtville,2020,female
Michael,Goodsell,Holtville,2022,male
John,Munger,Holtville,2022,male
George,Carr,HUGHSON,2010,male
Jeramy,Young,HUGHSON,2010,male
Jill,Silva,HUGHSON,2010,female
Matt,Beekman,HUGHSON,2010,male
George,Carr,HUGHSON,2010,male
Jeramy,Young,Hughson,2012,male
Jill,Ferriera-Silva,Hughson,2012,female
George,Carr,Hughson,2014,male
Harold,Hill,Hughson,2014,male
Samuel,"Rush, Jr.",Hughson,2020,male
Ramon,Bawanan,Hughson,2020,male
Randy,Crooker,Hughson,2022,male
Julie,Strain,Hughson,2022,female
Connie,Boardman,HUNTINGTON BEACH,2010,female
Joe,Carchio,HUNTINGTON BEACH,2010,male
Matthew,Harper,HUNTINGTON BEACH,2010,male
Joe,Shaw,HUNTINGTON BEACH,2010,male
Jill,Hardy,Huntington Beach,2012,female
Jim,Katapodis,Huntington Beach,2012,male
Dave,Sullivan,Huntington Beach,2012,male
Barbara,Delgleize,Huntington Beach,2014,female
Mike,Posey,Huntington Beach,2014,male
William,O'Connell,Huntington Beach,2014,male
Erik,Peterson,Huntington Beach,2014,male
Jill,Hardy,Huntington Beach,2016,female
Lyn,Seme,Huntington Beach,2016,female
Patrick,Brenden,Huntington Beach,2016,male
Kim,Carr,Huntington Beach,2018,female
Barbara,Delgleize,Huntington Beach,2018,female
Erik,Peterson,Huntington Beach,2018,male
Mike,Posey,Huntington Beach,2018,male
Dan,Kalmick,Huntington Beach,2020,female
Natalie,Moser,Huntington Beach,2020,female
Tito,Ortiz,Huntington Beach,2020,male
Pat,Burns,Huntington Beach,2022,female
Tony,Strickland,Huntington Beach,2022,male
Gracey,Mark,Huntington Beach,2022,female
Casey,McKeon,Huntington Beach,2022,male
Ofelia,Hernandez,Huntington Park,2011,female
Rosa,Perez,Huntington Park,2011,female
Mario,Gomez,Huntington Park,2011,male
Karina,Macias,Huntington Park,2013,female
Valentin,Amezquita,Huntington Park,2013,male
Graciela,Ortiz,Huntington Park,2015,female
Jhonny,Pineda,Huntington Park,2015,male
Marilyn,Sanabria,Huntington Park,2015,female
Manuel,Avila,Huntington Park,2017,male
Karina,Macias,Huntington Park,2017,female
Eduardo,Martinez,Huntington Park,2020,male
Graciela,Ortiz,Huntington Park,2020,female
Marilyn,Sanabria,Huntington Park,2020,female
Karina,Macias,Huntington Park,2022,female
Manuel,Avila,Huntington Park,2022,male
Mike,Morales,HURON,2010,male
Roberto,Pimentel,HURON,2010,male
Louis,Rodriguez,HURON,2010,male
Roberto,Pimentel,Huron,2014,male
Daniel,"Tamayo, Jr.",Huron,2014,male
Jorge,Solorio,Huron,2014,male
Hilda,Plascenia,Huron,2016,female
Mike,Morales,Huron,2018,male
Roberto,Pimentel,Huron,2018,male
Jorge,Solorio,Huron,2018,male
Hilda,Plasencia,Huron,2020,female
Roberto,Pimentel,Huron,2022,male
Arely,Arellano,Huron,2022,female
Mike,Morales,Huron,2022,male
James,Tucker,Imperial,2014,male
Betty,Sampson,Imperial,2014,female
Geoff,Dale,Imperial,2014,male
P.,Amparano,Imperial,2016,male
Darrell,Pechtl,Imperial,2016,male
Geoff,Dale,Imperial,2018,male
Karen,Eugenio,Imperial,2018,female
James,Tucker,Imperial,2018,male
Justina,Cruz,Imperial,2018,female
Katie,Burnworth,Imperial,2020,female
P.,Amparano,Imperial,2020,male
James,Tucker,Imperial,2022,male
Ida,Martinez,Imperial,2022,female
Stacy,Mendoza,Imperial,2022,female
Lorie,Bragg,IMPERIAL BEACH,2010,female
Ed,Spriggs,IMPERIAL BEACH,2010,male
Brian,Bilbray,IMPERIAL BEACH,2010,female
Bobby,Patton,Imperial Beach,2012,male
Brian,Bilbray,Imperial Beach,2012,female
Ed,Spriggs,Imperial Beach,2014,male
Lorie,Bragg,Imperial Beach,2014,female
Mark,West,Imperial Beach,2016,male
Bobby,Patton,Imperial Beach,2016,male
Paloma,Aguirre,Imperial Beach,2018,female
Ed,Spriggs,Imperial Beach,2018,male
John,Fisher,Imperial Beach,2020,male
Matthew,Leyba-Gonzalez,Imperial Beach,2020,male
Carol,Seabury,Imperial Beach,2022,female
Mitchell,McKay,Imperial Beach,2022,male
Patrick,Mullany,INDIAN WELLS,2010,male
Mary,Roche,INDIAN WELLS,2010,female
Ted,Mertens,Indian Wells,2012,male
Ty,Peabody,Indian Wells,2012,male
Douglas,Hanson,Indian Wells,2012,male
Dana,Reed,Indian Wells,2014,female
Richard,Balocco,Indian Wells,2014,male
Ted,Mertens,Indian Wells,2016,male
Ty,Peabody,Indian Wells,2016,male
Kimberly,Muzik,Indian Wells,2016,female
Richard,Balocco,Indian Wells,2018,male
Dana,Reed,Indian Wells,2018,female
Donna,Griffith,Indian Wells,2020,female
Greg,Sanders,Indian Wells,2020,male
Kimberly,Muzik,Indian Wells,2020,female
Bruce,Whitman,Indian Wells,2022,male
Dana,Reed,Indian Wells,2022,female
Edward,Peabody,Indian Wells,2022,male
Elaine,Holmes,INDIO,2010,female
Ascencion,Torres,INDIO,2010,male
Michael,Wilson,INDIO,2010,male
Glenn,Miller,Indio,2012,male
Lupe,Watson,Indio,2012,male
Elaine,Holmes,Indio,2014,female
Michael,Wilson,Indio,2014,male
Troy,Strange,Indio,2014,male
Glenn,Miller,Indio,2016,male
Lupe,Watson,Indio,2016,male
Waymond,Fermon,Indio,2018,male
Elaine,Holmes,Indio,2018,female
Oscar,Ortiz,Indio,2018,male
Glenn,Miller,Indio,2020,male
Lupe,Amith,Indio,2020,female
Elaine,Holmes,Indio,2022,female
Newell,Ruggles,Industry,2015,male
Cory,Moss,Industry,2015,male
Mark,Radecki,Industry,2015,male
Michael,Greubel,Industry,2020,male
Mike,Stevens,Inglewood,2011,male
Elliott,Petty,Inglewood,2011,male
Ralph,Franklin,Inglewood,2011,male
George,Dotson,Inglewood,2013,male
Alex,Padilla,Inglewood,2013,male
Elroy,"Morales, Jr.",Inglewood,2015,male
Ralph,Franklin,Inglewood,2015,male
George,Dotson,Inglewood,2017,male
Alex,Padilla,Inglewood,2017,male
Dionne,Faulk,Inglewood,2020,female
Eloy,"Morales, Jr.",Inglewood,2020,male
George,Dotson,Inglewood,2022,male
Alex,Padilla,Inglewood,2022,male
Gloria,Gray,Inglewood,2023,female
Daniel,Epperson,IONE,2010,male
Lloyd,Oneto,IONE,2010,male
Ron,Smylie,IONE,2010,male
Patrick,Weart,Ione,2012,male
Dale,Haney,Ione,2012,male
Ronald,Smylie,Ione,2014,male
Dominic,Atlan,Ione,2014,male
Daniel,Epperson,Ione,2014,male
Thomas,Reed,Ione,2016,male
Diane,Wratten,Ione,2016,female
Dominic,Atlan,Ione,2018,male
Daniel,Epperson,Ione,2018,male
Stacy,Rhoades,Ione,2018,female
Jeffrey,Gold,Ione,2020,male
Diane,Wratten,Ione,2020,female
Jack,Mitchell,Ione,2022,male
Alison,Lafayne,Ione,2022,male
Dominic,Atlan,Ione,2022,male
Stacy,Rhoades,Ione,2022,female
Larry,Agran,IRVINE,2010,male
Jeffrey,Lalloway,IRVINE,2010,male
Christina,Shea,Irvine,2012,female
Lynn,Schott,Irvine,2012,female
Beth,Krom,Irvine,2012,female
Lynn,Schott,Irvine,2014,female
Jeffrey,Lalloway,Irvine,2014,male
Christina,Shea,Irvine,2016,female
Melissa,Fox,Irvine,2016,female
Farrah,Khan,Irvine,2018,female
Anthony,Kuo,Irvine,2018,male
Larry,Agran,Irvine,2020,male
Tammy,Kim,Irvine,2020,female
Mike,Carroll,Irvine,2020,male
Larry,Agran,Irvine,2022,male
Kathleen,Treseder,Irvine,2022,female
Mark,Breceda,Irwindale,2011,male
Manuel,Garcia,Irwindale,2011,male
Julian,Miranda,Irwindale,2011,female
Mark,Brededa,Irwindale,2015,male
Manuel,Garcia,Irwindale,2015,male
Larry,Burrola,Irwindale,2015,male
Albert,Ambriz,Irwindale,2018,male
Hector,Ortiz,Irwindale,2018,male
Mark,Breceda,Irwindale,2020,male
Larry,Burrola,Irwindale,2020,male
Manuel,Garcia,Irwindale,2020,male
Hector,Ortiz,Irwindale,2022,male
Albert,Ambriz,Irwindale,2022,male
Pamela,Bulahan,Isleton,2011,female
Eric,Pene,Isleton,2014,male
Elizabeth,Samano,Isleton,2014,female
Robert,Jankovitz,Isleton,2014,male
Glenn,Giovannoni,Isleton,2016,male
Dean,Dockery,Isleton,2016,female
Pamela,Bulahan,Isleton,2018,female
Eric,Pene,Isleton,2018,male
Iva,Walton,Isleton,2018,female
Barbara,Dockery,Isleton,2020,female
Paul,Steele,Isleton,2020,male
Pamela,Bulahan,Isleton,2022,female
David,Kent,Isleton,2022,male
Iva,Walton,Isleton,2022,female
E.,Hutson,Isleton,2022,male
Wayne,Garibaldi,Jackson,2016,female
Keith,Sweet,Jackson,2016,male
Marilyn,Lewis,Jackson,2016,female
Steve,McLean,Jackson,2020,male
Matthew,Riebe,Jackson,2020,male
Charles,Simmons,Jackson,2020,male
Brad,Hancock,Jurupa Valley,2012,male
Frank,Johnston,Jurupa Valley,2012,male
Laura,Roughton,Jurupa Valley,2014,female
Brian,Berkson,Jurupa Valley,2014,female
Verne,Lauritzen,Jurupa Valley,2014,male
Michael,Goodland,Jurupa Valley,2016,male
Anthony,"Kelly, Jr.",Jurupa Valley,2016,male
Lorena,Barajas,Jurupa Valley,2018,female
Brian,Berkson,Jurupa Valley,2018,female
Chris,Barajas,Jurupa Valley,2018,male
Guillermo,Silva,Jurupa Valley,2020,male
Leslie,Altamirano,Jurupa Valley,2020,female
Armando,Carmona,Jurupa Valley,2022,male
Brian,Berkson,Jurupa Valley,2022,female
Chris,Barajas,Jurupa Valley,2022,male
Laura,Roughton,Jurupa Valley - Proposed,2011,female
Verne,Lauritzen,Jurupa Valley - Proposed,2011,male
Micheal,Goodland,Jurupa Valley - Proposed,2011,male
Frank,Johnston,Jurupa Valley - Proposed,2011,male
Brad,Hancock,Jurupa Valley - Proposed,2011,male
Raj,Dhaliwal,KERMAN,2010,male
Douglas,Wilcox,KERMAN,2010,male
Nathan,Fox,Kerman,2012,female
Charles,Jones,Kerman,2012,male
Rhonda,Armstrong,Kerman,2014,female
Gary,Yep,Kerman,2014,male
Kanwaldeep,Dhaliwal,Kerman,2016,male
Espiridion,Sandoval,Kerman,2016,male
Gary,Yep,Kerman,2018,male
Ismael,Herrera,Kerman,2018,male
Jennifer,Coleman,Kerman,2020,female
Dilber,Nijjer,Kerman,2020,male
Gary,Yep,Kerman,2022,male
Ismael,Herrera,Kerman,2022,male
Carlos,Deleon,King,2016,male
Carlos,Victoria,King,2016,male
Robert,Cullen,King,2016,male
Darlene,Acosta,King,2018,female
Mike,Lebarre,King,2018,male
Carlos,Deleón,King,2020,male
Robert,Cullen,King,2020,male
Darlene,Acosta,King,2022,female
Mike,LeBarre,King,2022,male
Terry,Hughes,KING CITY,2010,male
Carlos,Victoria,KING CITY,2010,male
Belinda,Hendrickson,King City,2012,female
Karen,Jernigan,King City,2012,female
Robert,Cullen,King City,2012,male
Mike,Lebarre,King City,2014,male
Darlene,Acosta,King City,2014,female
Ben,Creighton,Kingsburg,2012,male
Chet,Reilly,Kingsburg,2012,male
Michelle,Roman,Kingsburg,2012,female
Staci,Smith,Kingsburg,2014,female
Bruce,Blayney,Kingsburg,2014,male
Michelle,Roman,Kingsburg,2014,female
Laura,North,Kingsburg,2016,female
Sherman,Dix,Kingsburg,2016,female
David,Silva,Kingsburg,2022,male
Staci,Smith,Kingsburg,2022,female
Vince,Palomar,Kingsburg,2022,male
Jewel,Hurtado,Kinsburg,2018,female
Vince,Palomar,Kinsburg,2018,male
Laura,Olhasso,La Canada Flintridge,2011,female
Donald,Voss,La Canada Flintridge,2011,male
Michael,Davitt,La Canada Flintridge,2011,male
Jon,Curtis,La Canada Flintridge,2013,male
David,Spence,La Canada Flintridge,2013,male
Jonathan,Curtis,La Canada Flintridge,2017,female
David,Spence,La Canada Flintridge,2017,male
Keith,Eich,La Canada Flintridge,2020,male
Rick,Gunter,La Canada Flintridge,2020,male
Terry,Walker,La Canada Flintridge,2020,male
Kim,Bowman,La Cañada Flintridge,2022,female
Michael,Davitt,La Cañada Flintridge,2022,male
Michael,Blazey,LA HABRA,2010,male
James,Gomez,LA HABRA,2010,male
Tim,Shaw,La Habra,2016,male
Rose,Espinoza,La Habra,2016,female
Tom,Beamish,La Habra,2016,male
James,Gomez,La Habra,2018,male
Jose,Medrano,La Habra,2018,male
Steve,Simonian,La Habra,2020,male
Rose,Espinoza,La Habra,2020,female
Tim,Shaw,La Habra,2020,male
Jose,Medrano,La Habra,2022,male
James,Gomez,La Habra,2022,male
Daren,Nigsarian,La Habra,2022,male
Roy,Francis,La Habra Heights,2011,male
Howard,Vipperman,La Habra Heights,2011,male
Brian,Bergman,La Habra Heights,2013,female
Michael,Higgins,La Habra Heights,2013,male
Kyle,Miller,La Habra Heights,2013,male
Roy,Francis,La Habra Heights,2015,male
Jane,Williams,La Habra Heights,2015,female
Brian,Bergman,La Habra Heights,2017,female
Carey,Klingfus,La Habra Heights,2017,male
Norm,Zezula,La Habra Heights,2017,male
Dennis,Laherty,La Habra Heights,2019,male
Jane,Williams,La Habra Heights,2019,female
Mark,Arapostathis,LA MESA,2010,male
Ernie,Ewin,LA MESA,2010,female
Kristine,Alessio,La Mesa,2012,female
Ruth,Sterling,La Mesa,2012,female
Bill,Baber,La Mesa,2014,male
Guy,McWhirter,La Mesa,2014,male
Kristine,Alessio,La Mesa,2016,female
Colin,Parent,La Mesa,2016,female
Bill,Baber,La Mesa,2018,male
Akilah,Weber,La Mesa,2018,female
Jack,Shu,La Mesa,2020,male
Colin,Parent,La Mesa,2020,female
Laura,Lothian,La Mesa,2021,female
Patricia,Dillard,La Mesa,2022,female
Laura,Lothian,La Mesa,2022,female
Steve,Jones,La Mirada,2011,male
Steve,DeRuse,La Mirada,2011,male
Larry,Mowles,La Mirada,2011,male
Pauline,Deal,La Mirada,2013,female
Andrew,Sarega,La Mirada,2013,male
Ed,Eng,La Mirada,2015,male
John,Sarega,La Mirada,2015,male
Steve,De Ruse,La Mirada,2015,male
John,Lewis,La Mirada,2017,male
Andrew,Sarega,La Mirada,2017,male
Anthony,Otero,La Mirada,2020,male
Ed,Eng,La Mirada,2020,male
Steve,De Ruse,La Mirada,2020,male
Andrew,Sarega,La Mirada,2022,male
Henry,Charoen,LA PALMA,2010,male
Steve,Hwangbo,LA PALMA,2010,male
Peter,Kim,La Palma,2012,male
Gerard,Goedhart,La Palma,2012,male
Steve,Shanahan,La Palma,2012,male
Steve,Hwangbo,La Palma,2014,male
Michele,Steggell,La Palma,2014,female
Gerard,Goedhart,La Palma,2016,male
Peter,Kim,La Palma,2016,male
Marshall,Goodman,La Palma,2016,male
Nitesh,Patel,La Palma,2018,male
Michele,Steggell,La Palma,2018,female
Debbie,Baker,La Palma,2020,female
Mark,Waldman,La Palma,2020,male
Marshall,Goodman,La Palma,2020,male
Nitesh,Patel,La Palma,2022,male
Janet,Conklin,La Palma,2022,female
Violeta,Lewis,La Puente,2012,female
Charlie,Klinakis,La Puente,2012,male
Dan,Holloway,La Puente,2012,female
Valerie,Munoz,La Puente,2014,female
David,Argudo,La Puente,2014,male
Dan,Holloway,La Puente,2016,female
Violeta,Lewis,La Puente,2016,female
John,Solis,La Puente,2016,male
Charlie,Klinakis,La Puente,2018,male
Valerie,Munoz,La Puente,2018,female
David,Argudo,La Puente,2020,male
Gabriel,Quiñones,La Puente,2020,male
Violeta,Lewis,La Puente,2020,female
Charlie,Klinakis,La Puente,2022,male
Valerie,Muñoz,La Puente,2022,female
Nadia,Mendoza,La Puente,2022,female
Linda,Evans,LA QUINTA,2010,female
Terry,Henderson,LA QUINTA,2010,male
Kristy,Franklin,La Quinta,2012,female
Lee,Osborne,La Quinta,2012,female
John,Pena,La Quinta,2014,male
Robert,Radi,La Quinta,2014,male
Steve,Sanchez,La Quinta,2016,male
Kathleen,Fitzpatrick,La Quinta,2016,female
John,Penaloza,La Quinta,2018,male
Robert,Radi,La Quinta,2018,male
Kathleen,Fitzpatrick,La Quinta,2020,female
Steve,Sanchez,La Quinta,2020,male
John,Peña,La Quinta,2022,male
Deborah,McGarrey,La Quinta,2022,female
Tim,Hepburn,La Verne,2015,male
Charlie,Rosales,La Verne,2015,male
Robin,Carder,La Verne,2017,female
Muir,Davis,La Verne,2017,male
Rick,Crosby,La Verne,2020,male
Wendy,Lau,La Verne,2020,female
Steven,Johnson,La Verne,2022,male
Meshal,Kashifalghita,La Verne,2022,male
Tim,Hepburn,La Verne,2022,male
Brandt,Andersson,LAFAYETTE,2010,male
Don,Tatzin,LAFAYETTE,2010,male
Traci,Reilly,Lafayette,2012,female
Mark,Mitchell,Lafayette,2012,male
Mike,Anderson,Lafayette,2012,male
Mike,Anderson,Lafayette,2016,male
Mark,Mitchell,Lafayette,2016,male
Cameron,Burks,Lafayette,2016,male
Susan,Candell,Lafayette,2018,female
Teresa,Gerringer,Lafayette,2018,female
Carl,Anduri,Lafayette,2020,male
Gina,Dawson,Lafayette,2020,female
Cameron,Burks,Lafayette,2020,male
Kelly,Boyd,LAGUNA BEACH,2010,female
Toni,Iseman,LAGUNA BEACH,2010,female
Elizabeth,Pearson,LAGUNA BEACH,2010,female
Bob,Whalen,Laguna Beach,2012,male
Steve,Dicterow,Laguna Beach,2012,male
Kelly,Boyd,Laguna Beach,2014,female
Toni,Iseman,Laguna Beach,2014,female
Robert,Zur Schmiede,Laguna Beach,2014,male
Bob,Whalen,Laguna Beach,2016,male
Steve,Dicterow,Laguna Beach,2016,male
Peter,Blake,Laguna Beach,2018,male
Toni,Iseman,Laguna Beach,2018,female
Sue,Kempf,Laguna Beach,2018,female
George,Weiss,Laguna Beach,2020,male
Bob,Whalen,Laguna Beach,2020,male
Alex,Rounaghi,Laguna Beach,2022,male
Sue,Kempf,Laguna Beach,2022,female
Mark,Orgill,Laguna Beach,2022,male
Randal,Bressette,LAGUNA HILLS,2010,male
Melody,Carruth,LAGUNA HILLS,2010,female
Barbara,Kogerman,LAGUNA HILLS,2010,female
Andrew,Blount,Laguna Hills,2012,male
Dore,Gilbert,Laguna Hills,2012,male
Janine,Heft,Laguna Hills,2016,female
Dore,Gilbert,Laguna Hills,2016,male
Erica,Pezold,Laguna Hills,2018,female
Don,Sedgwick,Laguna Hills,2018,male
David,Wheeler,Laguna Hills,2018,male
Bill,Hunt,Laguna Hills,2020,male
Janine,Heft,Laguna Hills,2020,female
Erica,Pezold,Laguna Hills,2022,female
David,Wheeler,Laguna Hills,2022,male
Joshua,Sweeney,Laguna Hills,2022,male
Donald,Caskey,Laguna Hills,2022,male
Linda,Lindholm,LAGUNA NIGUEL,2010,female
Robert,Ming,LAGUNA NIGUEL,2010,male
Laurie,Davies,Laguna Niguel,2012,female
Jerry,Slusiewicz,Laguna Niguel,2012,male
Jerry,McCloskey,Laguna Niguel,2012,male
Elaine,Gennaway,Laguna Niguel,2014,female
Fred,Minagar,Laguna Niguel,2014,male
Laurie,Davies,Laguna Niguel,2016,female
Jerry,Slusie,Laguna Niguel,2016,male
John,Jennings,Laguna Niguel,2016,male
Elaine,Gennawey,Laguna Niguel,2018,female
Fred,Minagar,Laguna Niguel,2018,male
Sandy,Rains,Laguna Niguel,2018,female
Kelly,Jennings,Laguna Niguel,2020,female
Rischi,Sharma,Laguna Niguel,2020,male
Sandy,Rains,Laguna Niguel,2020,female
Stephanie,Oddo,Laguna Niguel,2022,female
Ray,Gennawey,Laguna Niguel,2022,male
Cynthia,Conners,Laguna Woods,2012,female
