firstname,lastname,SchoolDistrict,year,gender
Mike,Shaw,Greenfield Union Elementary,2014,male
Gloria,Burr,Greenfield Union Elementary,2014,female
Mayra,Diaz,Greenfield Union Elementary,2015,female
Sonia,Martinez-Heredia,Greenfield Union Elementary,2015,female
Leticia,Argueta,Greenfield Union Elementary,2015,female
Richardo,Herrera,Greenfield Union Elementary,2016,male
David,Kong,Greenfield Union Elementary,2018,male
Cynthia,Aguirre,Greenfield Union Elementary,2018,female
Denise,Jaime,Greenfield Union Elementary,2018,female
Kyle,Wylie,Greenfield Union Elementary,2018,male
Sonia,Martinez-Heredia,Greenfield Union Elementary,2020,female
Jose,Madrid,Greenfield Union Elementary,2020,male
David,Kong,Greenfield Union Elementary,2022,male
Denise,Jaime,Greenfield Union Elementary,2022,female
Juergen,Smith,Greenfield Union Elementary,2022,male
Barry,Peters,Grenada Elementary,2022,male
Ryan,Scalera,Grenada Elementary,2022,female
Susan,Crawford,Grenada Elementary,2022,female
Richard,Harp,GRIDLEY UNIFIED,2010,male
Stacy,Anthony,GRIDLEY UNIFIED,2010,female
Eric,Waterbury,Gridley Unified,2012,male
Kathy,Wheeler,Gridley Unified,2012,female
Stacy,Anthony,Gridley Unified,2014,female
K.,Storne-Piazza,Gridley Unified,2014,female
Cheryl,Argetsinger,Gridley Unified,2020,female
Joseph,Dewsnup,Gridley Unified,2022,male
Drew,Becker,Gridley Unified,2022,male
Debbie,Justeson,GROSSMONT - CUYAMACA COMMUNITY COLLEGE,2010,female
Edwin,Hiel,GROSSMONT - CUYAMACA COMMUNITY COLLEGE,2010,male
Jim,Kelly,GROSSMONT UNION HIGH,2010,male
Richard,Hoy,GROSSMONT UNION HIGH,2010,male
Robert,Shield,GROSSMONT UNION HIGH,2010,male
Jim,Stieringer,Grossmont Union High,2012,male
Priscilla,Schreiber,Grossmont Union High,2012,female
Gary,Woods,Grossmont Union High,2014,male
Robert,Shield,Grossmont Union High,2014,male
Jim,Kelly,Grossmont Union High,2014,male
Elva,Salinas,Grossmont Union High,2016,female
Chris,Fite,Grossmont Union High,2016,male
Gary,Woods,Grossmont Union High,2018,male
Elva,Salinas,Grossmont Union High,2020,female
Robert,Shield,Grossmont Union High,2022,male
Gary,Woods,Grossmont Union High,2022,male
Jim,Kelly,Grossmont Union High,2022,male
Timothy,Caruthers,Grossmont-Cuyamaca Community College,2016,male
Elena,Adams,Grossmont-Cuyamaca Community College,2016,female
Brad,Monroe,Grossmont-Cuyamaca Community College,2018,male
Linda,Cartwright,Grossmont-Cuyamaca Community College,2018,female
Debbie,Justeson,Grossmont-Cuyamaca Community College,2018,female
Julie,Schlorr,Grossmont-Cuyamaca Community College,2020,female
Julie,Schorr,Grossmont-Cuyamaca Community College,2020,female
Elena,Adams,Grossmont-Cuyamaca Community College,2020,female
Desiree,Klaar,Grossmont-Cuyamaca Community College,2022,female
Debbie,Justeson,Grossmont-Cuyamaca Community College,2022,female
David,Rodriguez,GUADALUPE UNION ELEMENTARY,2010,male
Diana,Arriola,GUADALUPE UNION ELEMENTARY,2010,female
Eva,Cedillo,GUADALUPE UNION ELEMENTARY,2010,female
Jose,Pereyra,Guadalupe Union Elementary,2016,male
David,Hosking,Guadalupe Union Elementary,2016,male
Diana,Arriola,Guadalupe Union Elementary,2018,female
Sheila,Cepeda,Guadalupe Union Elementary,2018,female
Raul,"Rodriguez, Jr.",Guadalupe Union Elementary,2018,male
Lourdes,Ramirez,Guadalupe Union Elementary,2022,male
Pat,Rocha,Gustine Unified,2012,female
Ernie,Longoria,Gustine Unified,2012,female
Crickett,Brinkman,Gustine Unified,2014,male
Lettie,Borrelli,Gustine Unified,2014,female
Kevin,Cordeiro,Gustine Unified,2016,male
Richard,Smith,Gustine Unified,2017,male
Kevin,Bloom,Gustine Unified,2018,male
Zachery,Ramos,Gustine Unified,2020,male
Loretta,Rose,Gustine Unified,2020,female
Gino,Kwok,Hacienda La Puenta Unified,2015,male
Martin,Medrano,Hacienda La Puenta Unified,2015,male
Jay,Chen,Hacienda La Puente Unified,2011,male
Gino,Kwok,Hacienda La Puente Unified,2011,male
Joseph,Chang,Hacienda La Puente Unified,2013,male
G.,Duarte,Hacienda La Puente Unified,2013,male
Penny,Fraumeni,Hacienda La Puente Unified,2013,female
Joseph,Chang,Hacienda La Puente Unified,2018,male
Anthony,Duarte,Hacienda La Puente Unified,2018,male
Jeffrey,De La Torre,Hacienda La Puente Unified,2018,male
Stephanie,Serrano,Hacienda La Puente Unified,2020,female
Christine,Salazar,Hacienda La Puente Unified,2020,female
Gino,Kwok,Hacienda La Puente Unified,2022,male
Nancy,Loera,Hacienda La Puente Unified,2022,female
Jeffrey,De La Torre,Hacienda La Puente Unified,2022,male
Juan,Leal,Hamilton Unified,2016,female
Rod,Boone,Hamilton Unified,2016,male
Hubert,Lower,Hamilton Unified,2016,male
Genaro,Reyes,Hamilton Unified,2018,male
Ray,Odom,Hamilton Unified,2018,male
Tomas,Loera,HAMILTON UNION HIGH,2010,male
Timothy,Anderson,HAMILTON UNION HIGH,2010,male
Lupe,Hernandez,Hanford Elementary,2014,male
Robert,Garcia,Hanford Elementary,2014,male
Greg,Strickland,Hanford Elementary,2016,male
Lupe,Hernandez,Hanford Elementary,2018,male
Arthur,Brieno,HANFORD JOINT UNION HIGH,2010,male
Danny,Todd,HANFORD JOINT UNION HIGH,2010,male
Louise,Draxler,HANFORD JOINT UNION HIGH,2010,female
Sandra,Dawson,HANFORD JOINT UNION HIGH,2010,female
Arthur,Brieno,Hanford Joint Union High,2014,male
Danny,Todd,Hanford Joint Union High,2014,male
John,Webster,Hanford Joint Union High,2016,male
Stacie,Johnson,Hanford Joint Union High,2018,female
Paul,Gillum,Hanford Joint Union High,2020,male
Paula,Massey,Hanford Joint Union High,2020,female
Lisa,Chavarin,Hanford Joint Union High,2022,female
Jacob,Willet,Happy Valley Elementary,2022,male
Clifford,Hodges,Happy Valley Elementary,2022,male
Rachel,Richardson,Happy Valley Elementary,2022,female
Rusty,Simmons,Happy Valley Union Elementary,2016,male
Tim,Garman,Happy Valley Union Elementary,2016,male
Cheryl,Frazer,Happy Valley Union Elementary,2018,female
Carla,Perry,Happy Valley Union Elementary,2018,female
Stewart,Helmer,Happy Valley Union Elementary,2018,male
Henry,Goff,Harmony Union Elementary,2016,male
Mariah,Lander,Harmony Union Elementary,2016,female
Amanda,Solter,Harmony Union Elementary,2020,female
Mariah,Lander,Harmony Union Elementary,2020,female
Joey,Gonsalves,Hart-Ransom Union Elementary,2011,male
Robin,Hennings,Hart-Ransom Union Elementary,2011,female
Jim,Cover,Hart-Ransom Union Elementary,2013,male
Richie,Fultz,Hart-Ransom Union Elementary,2013,female
Sandy,Riggins,Hart-Ransom Union Elementary,2013,female
Sandy,Riggins,Hart-Ransom Union Elementary,2017,female
Rich,Fultz,Hart-Ransom Union Elementary,2017,male
Ashley,Heinrich,Hart-Ransom Union Elementary,2017,female
Seth,Renicker,Hart-Ransom Union Elementary,2019,male
Shawn,Brunk,Hart-Ransom Union Elementary,2019,male
Demetrio,Pruneda,Hartnell Community College,2011,male
Elia,Gonzalez-Castro,Hartnell Community College,2011,female
Bill,Freeman,Hartnell Community College,2011,male
L. Joel ,Hill,Hartnell Community College,2013,male
Ramon,Montemayor,Hartnell Community College,2013,male
Candice,DePauw,Hartnell Community College,2013,female
Manuel,Osorio,Hartnell Community College,2015,male
Aurelio,"Salazar, Jr.",Hartnell Community College,2015,male
David,Serena,Hartnell Community College,2015,male
Alejandra,Gonzalez,Hartnell Community College,2020,female
Irma,Lopez,Hartnell Community College,2020,female
Aurelio,"Salazar, Jr.",Hartnell Community College,2020,male
Margaret,D'Arrigo,Hartnell Community College,2020,female
Ramon,Montemayor,Hartnell Community College,2022,male
Luciano,Aguilar,Hawthorne Elementary,2013,male
Eugene,Krank,Hawthorne Elementary,2013,male
Sergio,Mortara,Hawthorne Elementary,2013,male
Luciano,Aguilar,Hawthorne Elementary,2018,male
Eugene,Krank,Hawthorne Elementary,2018,male
Sergio,Mortara,Hawthorne Elementary,2018,male
Jesus,Armas,HAYWARD UNIFIED,2010,male
William,McGee,HAYWARD UNIFIED,2010,male
Lisa,Brunner,HAYWARD UNIFIED,2010,female
Annette,Walker,Hayward Unified,2012,female
Luis,Reynoso,Hayward Unified,2012,male
John,Taylor,Hayward Unified,2012,male
William,McGee,Hayward Unified,2014,male
Lisa,Brunner,Hayward Unified,2014,female
Luis,Reynoso,Hayward Unified,2016,male
Robert,Carlson,Hayward Unified,2016,male
Annette,Walker,Hayward Unified,2016,female
April,Oquenda,Hayward Unified,2018,female
Ken,Rawdon,Hayward Unified,2018,male
Simon,Bufete,Hayward Unified,2020,male
Sara,Prada,Hayward Unified,2020,female
Luis,Reynoso,Hayward Unified,2020,male
Joe,Ramos,Hayward Unified,2022,male
April,Oquenda,Hayward Unified,2022,female
Ken,Rawdon,Hayward Unified,2022,male
Joseph,Pettis,HEALDSBURG UNIFIED,2010,male
Vincent,Dougherty,HEALDSBURG UNIFIED,2010,male
Donna,Del Rey,Healdsburg Unified,2014,female
Vincent,Dougherty,Healdsburg Unified,2014,male
Judy,Velasquez,Healdsburg Unified,2016,female
Aracely,Romo-Flores,Healdsburg Unified,2016,female
Jami,Kiff,Healdsburg Unified,2016,female
Donna,Del Rey,Healdsburg Unified,2018,female
Mike,Potmesil,Healdsburg Unified,2018,male
Eduardo,Valdez-Belmonte,Heber Elementary,2011,male
Pompeyo,"Tabarez, Jr.",Heber Elementary,2011,male
Tony,Sandoval,Heber Elementary,2013,male
Diahna,Garcia‐Ruiz,Heber Elementary,2013,female
Diana,Barrios,Heber Elementary,2013,female
Helen,Molina,Heber Elementary,2020,female
Pompeyo,Tabarez,Heber Elementary,2020,male
Alberto,Padilla,Heber Elementary,2022,male
Tony,Sandoval,Heber Elementary,2022,male
R.,Cardenas,Heber Elementary,2022,female
Barbara,Schneider,HELENDALE ELEMENTARY,2010,female
Jesse,"Malone, Jr.",HELENDALE ELEMENTARY,2010,male
Herm,Engelhardt,HELENDALE ELEMENTARY,2010,male
Frank,Melendez,Helendale Elementary,2012,male
Maria,Ferrin,Helendale Elementary,2012,female
Jennifer,Funt,Helendale Elementary,2012,female
Michael,Esposito,Helendale Elementary,2016,male
Heather,Allgood,Helendale Elementary,2016,female
Frank,Melendez,Helendale Elementary,2018,male
Les,Kaye,Helendale Elementary,2018,male
Christy,Raymond,Helendale Elementary,2018,female
Heather,Allgood,Helendale Elementary,2020,female
Julie,Wilbanks,Helendale Elementary,2020,female
Frank,Melendez,Helendale Elementary,2022,male
Amy,Thomas,Helendale Elementary,2022,female
Cindy,Hensley,Helendale Elementary,2022,female
Rob,Davis,Helmet Unified,2018,male
Horacio,Valenzuela,Helmet Unified,2018,male
Horacio,Valenzuela,HEMET UNIFIED,2010,male
Joe,Wojcik,HEMET UNIFIED,2010,male
Paul,Bakkom,HEMET UNIFIED,2010,male
Jim,Smith,Hemet Unified,2012,male
Lisa,De Forest,Hemet Unified,2012,female
Marilyn,Forst,Hemet Unified,2012,female
Megan,Haley,Hemet Unified,2014,female
Patrick,Searl,Hemet Unified,2016,male
Gene,Hikel,Hemet Unified,2016,female
Stacey,Bailey,Hemet Unified,2016,female
Sumanta,Saini,Hemet Unified,2020,female
Patrick,Searl,Hemet Unified,2020,male
Stacey,Bailey,Hemet Unified,2020,female
Kenneth,Prado,Hemet Unified,2022,male
Jeremy,Parsons,Hemet Unified,2022,male
Martin,"Nolasco, Jr.",Herber Elementary,2015,male
Pompeyo,"Tabarez, Jr.",Herber Elementary,2015,male
Carleen,Beste,Hermosa Beach City Elementary,2013,female
Margaret,Bove-Lamonica,Hermosa Beach City Elementary,2013,female
Mary,Campbell,Hermosa Beach City Elementary,2013,female
Monique,Ehsan,Hermosa Beach City Elementary,2015,female
Patti,Ackerman,Hermosa Beach City Elementary,2015,female
A.,Black,HESPERIA UNIFIED,2010,male
Eric,Swanson,HESPERIA UNIFIED,2010,male
Niccole,Childs,HESPERIA UNIFIED,2010,female
Cody,Gregg,Hesperia Unified,2012,male
Ella,Rogers,Hesperia Unified,2012,female
Marcy,Kittinger,Hesperia Unified,2014,male
Eric,Swanson,Hesperia Unified,2014,male
Niccole,Childs,Hesperia Unified,2014,female
Cody,Gregg,Hesperia Unified,2016,male
Ellla,Rogers,Hesperia Unified,2016,female
Marcy,Kittinger,Hesperia Unified,2018,male
Mark,Dundon,Hesperia Unified,2018,male
Eric,Swanson,Hesperia Unified,2018,male
Maria,Gomez,Hesperia Unified,2020,female
Cody,Gregg,Hesperia Unified,2020,male
Mark,Dundon,Hesperia Unified,2022,male
Eric,Swanson,Hesperia Unified,2022,male
Christian,Steen,Hesperia Unified,2022,female
Jonathan,Merriam,Hickman Community Charter,2011,female
Kathy,Main,Hickman Community Charter,2011,female
Elizabeth,Thompson,Hickman Community Charter,2011,female
Gregory,Dannis,Hillsborough City Elementary,2011,male
Margi,Power,Hillsborough City Elementary,2011,female
Kaarin,Hardy,Hillsborough City Elementary,2013,female
Don,Geddis,Hillsborough City Elementary,2013,male
Lynne,Esselstein,Hillsborough City Elementary,2013,female
Gilbert,Wai,Hillsborough City Elementary,2015,male
Gregory,Dannis,Hillsborough City Elementary,2015,male
Margi,Power,Hillsborough City Elementary,2015,female
Rob,Machado,Hilmar Unified,2014,male
Anne,Almeida,Hilmar Unified,2014,female
Brent,Chipponeri,Hilmar Unified,2016,male
Joe,Navarro,HOLLISTER ELEMENTARY,2010,male
Elsa,Rodriguez,HOLLISTER ELEMENTARY,2010,female
Michal,Query,HOLLISTER ELEMENTARY,2010,female
Ben,Flores,Hollister Elementary,2012,male
Lupe,Navarro,Hollister Elementary,2012,male
Elizabeth,Martinez,Hollister Elementary,2012,female
Patricia,Moore,Hollister Elementary,2012,female
Peter,"Hernandez, Jr.",Hollister Elementary,2014,male
Elsa,Rodriguez,Hollister Elementary,2014,female
Patricia,Moore,Hollister Elementary,2014,female
Elizabeth,Martinez,Hollister Elementary,2016,female
Robert,Bernosky,Hollister Elementary,2016,male
Carla,Torres-Deluna,Hollister Elementary,2018,female
Stephen,Kain,Hollister Elementary,2018,male
Jan,Grist,Hollister Elementary,2018,female
Elizabeth,Martinez,Hollister Elementary,2020,female
Lisa,Marks,Hollister Elementary,2020,female
Jared,Garewal,Holtville Unified,2011,male
Matthew,Hester,Holtville Unified,2011,male
Kevin,Grizzle,Holtville Unified,2013,male
Ben,"Abatti, Jr.",Holtville Unified,2013,male
John,Hawk,Holtville Unified,2013,male
Jared,Garewal,Holtville Unified,2015,male
Matthew,Hestere,Holtville Unified,2015,male
Kevin,Grizzle,Holtville Unified,2018,male
Robin,Cartee,Holtville Unified,2018,female
Ben,"Abati, Jr.",Holtville Unified,2018,male
Julie,Duarte,Holtville Unified,2022,female
Ben,"Abatti, Jr.",Holtville Unified,2022,male
Kevin,Grizzle,Holtville Unified,2022,male
Kristi,Newton,Hope Elementary,2014,female
Anthony,Winterbauer,Hope Elementary,2014,male
Jeffrey,Polito,Hope Elementary,2014,male
Frann,Wageneck,Hope Elementary,2022,female
Gordon,Smith,Horicon Elementary,2018,male
Julie,De Rossi,Horicon Elementary,2018,female
Barbara,Forenti,Horicon Elementary,2018,female
Dwaine,Rose,Hot Springs Elementary,2014,male
Dan,Bates,Hot Springs Elementary,2014,female
Yolanda,Chambers,Hot Springs Elementary,2014,female
Jeanette,Bischoff,Hot Springs Elementary,2016,female
Tiffany,Thornton,Hot Springs Elementary,2016,female
David,Cenzano,HUENEME ELEMENTARY,2010,male
Scott,Swenson,HUENEME ELEMENTARY,2010,male
Darlene,Bruno,HUENEME ELEMENTARY,2010,female
Rafael,Ramos,Hueneme Elementary,2012,male
Vianey,Lopez,Hueneme Elementary,2012,female
Bexy,Gomez,Hueneme Elementary,2014,female
Charles,Weis,Hueneme Elementary,2014,male
Scott,Swenson,Hueneme Elementary,2014,male
Vianey,Lopez,Hueneme Elementary,2016,female
Darlene,Bruno,Hueneme Elementary,2016,female
Melanie,Dohn,Hughes-Elizabeth Lakes Union Elementary,2017,female
Lola,Skelton,Hughes-Elizabeth Lakes Union Elementary,2017,female
Nicoleta,Trifa,Hughes-Elizabeth Lakes Union Elementary,2017,female
Lola,Skelton,Hughes-Elizabeth Lakes Union Elementary,2022,female
Thom,McMahon,Humboldt County Office of Edcuation,2022,male
Loretta,Eckenrode,Humboldt County Office of Education,2015,female
Celia,Jaffe,HUNTINGTON BEACH CITY ELEMENTARY,2010,female
Rosemary,Saylor,HUNTINGTON BEACH CITY ELEMENTARY,2010,female
Shirley,Carey,HUNTINGTON BEACH CITY ELEMENTARY,2010,female
Bridget,Kaub,Huntington Beach City Elementary,2012,female
Brian,Rechsteiner,Huntington Beach City Elementary,2012,female
Paul,Morrow,Huntington Beach City Elementary,2014,male
Rosemary,Saylor,Huntington Beach City Elementary,2014,female
Shari,Kowalke,Huntington Beach City Elementary,2014,female
Ann,Sullivan,Huntington Beach City Elementary,2016,female
Bridget,Kaub,Huntington Beach City Elementary,2016,female
Paul,Morrow,Huntington Beach City Elementary,2018,male
Shari,Kowalke,Huntington Beach City Elementary,2018,female
Diana,Marks,Huntington Beach City Elementary,2018,female
Bridget,Kaub,Huntington Beach City Elementary,2020,female
Paul,Morrow,Huntington Beach City Elementary,2022,male
Diana,Marks,Huntington Beach City Elementary,2022,female
Bonnie,Castrey,HUNTINGTON BEACH UNION HIGH,2010,female
Brian,Garland,HUNTINGTON BEACH UNION HIGH,2010,female
Kathleen,Iverson,HUNTINGTON BEACH UNION HIGH,2010,female
Duane,Dishno,Huntington Beach Union High,2012,male
Michael,Simons,Huntington Beach Union High,2012,male
Susan,Henry,Huntington Beach Union High,2012,female
Duane,Dishno,Huntington Beach Union High,2014,male
Kathleen,Iverson,Huntington Beach Union High,2014,female
Bonnie,Castrey,Huntington Beach Union High,2014,female
Susan,Henry,Huntington Beach Union High,2016,female
Michael,Simons,Huntington Beach Union High,2016,male
Duane,Dishno,Huntington Beach Union High,2018,male
Bonnie,Castrey,Huntington Beach Union High,2018,female
Diana,Carey,Huntington Beach Union High,2018,female
Susan,Henry,Huntington Beach Union High,2020,female
Michael,Simons,Huntington Beach Union High,2020,male
Duane,Dishno,Huntington Beach Union High,2022,male
Bonnie,Castrey,Huntington Beach Union High,2022,female
Diana,Carey,Huntington Beach Union High,2022,female
Clint,Victorine,Hydesville Elementary,2018,male
Mollie,Holmgren,Hydesville Elementary,2018,female
David,Fisch,Hydesville Elementary,2018,male
Mandy,Marquez,Hydesville Elementary,2020,female
Laurie,Newman,Hydesville Elementary,2020,female
Steven,Taylor,IMPERIAL COMMUNITY COLLEGE,2010,male
Karla,Sigmond,IMPERIAL COMMUNITY COLLEGE,2010,female
Juanita,Salas,Imperial Community College,2014,female
Karla,Sigmond,Imperial Community College,2014,female
Rudy,"Cardenas,Jr.",Imperial Community College,2016,male
Isabel,Solis,Imperial Community College,2020,female
Annette,Gonzalez-Buttner,Imperial Community College,2020,female
Jerry,Hart,Imperial Community College,2020,male
Erik,Ortega,Imperial Community College,2022,male
Annette,Gonzalez‐Buttner,Imperial County Office of Education,2013,female
Mark,Ramirez,Imperial County Office of Education,2015,male
Sharon,Anderholt,Imperial County Office of Education,2015,male
Annette,Gonzalez-Buttner,Imperial County Office of Education,2017,female
Lucy,Hendry,Imperial County Office of Education,2020,female
Linda,Sanchez,Imperial Unified,2013,female
Abdul,Mohamed,Imperial Unified,2013,male
David,Ross,Imperial Unified,2013,male
Jill,Tucker,Imperial Unified,2013,female
Abdul,Mohamed,Imperial Unified,2018,male
Jill,Tucker,Imperial Unified,2018,female
John,Denault,Imperial Unified,2018,male
Victor,Lopez,Imperial Unified,2020,male
Liliana,Duran,Imperial Unified,2020,female
Daniel,Yee,Imperial Unified,2022,male
Elvira,Hernandez,Imperial Unified,2022,female
Jill,Tucker,Imperial Unified,2022,female
Carliss,Richardson McGhee,Inglewood Unified,2013,female
Arnold,Butler,Inglewood Unified,2013,male
La,Wilson,Inglewood Unified,2013,female
Melody,Ngaue-Tuuholoaki,Inglewood Unified,2015,female
Margaret,Richards-Bowers,Inglewood Unified,2015,female
D'Artagnan,Scorza,Inglewood Unified,2015,female
Margaret,Evans,Inglewood Unified,2015,female
Melody,Ngaue-Tuuholoaki,Inglewood Unified,2017,female
Carliss,McGhee,Inglewood Unified,2017,male
Dionne,Faulk,Inglewood Unified,2017,female
Brandon,Myers,Inglewood Unified,2020,male
D'Artagnan,Scorza,Inglewood Unified,2020,female
Margaret,Evans,Inglewood Unified,2020,female
Carliss,McGhee,Inglewood Unified,2022,female
Ernesto,Castillo,Inglewood Unified,2022,male
Brandon,Myers,Inglewood Unified,2022,male
Joyce,Randall,Inglewood Unified,2022,female
Lynn,Cooper,Inyo County Office of Education,2012,female
